1	-1	-1	8	1	0.659715	shift	FWHM	13874.908065	0	0	0
0	0	2	6	1	0.761775	shift	FWHM	3716.868333	0	0	0
0	2	-2	12	1	1.077320	shift	FWHM	15024.972527	0	0	0
1	-3	-1	24	1	1.263277	shift	FWHM	11524.162292	0	0	0
2	-2	-2	8	1	1.319452	shift	FWHM	1305.069230	0	0	0
0	0	4	6	1	1.523583	shift	FWHM	3686.192736	0	0	0
1	-3	-3	24	1	1.660295	shift	FWHM	6076.837602	0	0	0
0	2	-4	24	1	1.703430	shift	FWHM	2009.219677	0	0	0
2	-4	-2	24	1	1.866028	shift	FWHM	8843.465337	0	0	0
1	-5	-1	24	1	1.979232	shift	FWHM	3778.676162	0	0	0
3	-3	-3	8	1	1.979232	shift	FWHM	1259.558721	0	0	0
0	4	-4	12	1	2.154735	shift	FWHM	2961.335018	0	0	0
1	-5	-3	48	1	2.253488	shift	FWHM	5223.541501	0	0	0
2	-4	-4	24	1	2.285459	shift	FWHM	868.947607	0	0	0
0	0	6	6	1	2.285459	shift	FWHM	217.236902	0	0	0
0	2	-6	24	1	2.409103	shift	FWHM	4282.144799	0	0	0
3	-5	-3	24	1	2.497825	shift	FWHM	1941.537124	0	0	0
2	-6	-2	24	1	2.526707	shift	FWHM	660.183948	0	0	0
4	-4	-4	8	1	2.639079	shift	FWHM	1088.228128	0	0	0
1	-7	-1	24	1	2.720315	shift	FWHM	1515.951463	0	0	0
1	-5	-5	24	1	2.720315	shift	FWHM	1515.951463	0	0	0
0	4	-6	24	1	2.746860	shift	FWHM	528.605012	0	0	0
2	-6	-4	48	1	2.850573	shift	FWHM	5166.278110	0	0	0
1	-7	-3	48	1	2.925947	shift	FWHM	2447.927492	0	0	0
3	-5	-5	24	1	2.925947	shift	FWHM	1223.963746	0	0	0
0	0	8	6	1	3.047435	shift	FWHM	524.911781	0	0	0
3	-7	-3	24	1	3.118059	shift	FWHM	1012.009034	0	0	0
0	2	-8	24	1	3.141248	shift	FWHM	369.891018	0	0	0
4	-6	-4	24	1	3.141248	shift	FWHM	369.891018	0	0	0
2	-8	-2	24	1	3.232341	shift	FWHM	1742.003912	0	0	0
0	6	-6	12	1	3.232341	shift	FWHM	871.001956	0	0	0
5	-5	-5	8	1	3.299012	shift	FWHM	283.964626	0	0	0
1	-7	-5	48	1	3.299012	shift	FWHM	1703.787753	0	0	0
2	-6	-6	24	1	3.320939	shift	FWHM	317.546073	0	0	0
0	4	-8	24	1	3.407237	shift	FWHM	1469.220030	0	0	0
1	-9	-1	24	1	3.470554	shift	FWHM	727.482787	0	0	0
3	-7	-5	48	1	3.470554	shift	FWHM	1454.965574	0	0	0
2	-8	-4	48	1	3.491404	shift	FWHM	551.647706	0	0	0
4	-6	-6	24	1	3.573593	shift	FWHM	1256.301415	0	0	0
1	-9	-3	48	1	3.634016	shift	FWHM	1257.619213	0	0	0
4	-8	-4	24	1	3.732551	shift	FWHM	1087.065453	0	0	0
3	-9	-3	24	1	3.790444	shift	FWHM	549.308774	0	0	0
1	-7	-7	24	1	3.790444	shift	FWHM	549.308774	0	0	0
5	-7	-5	24	1	3.790444	shift	FWHM	549.308774	0	0	0
0	0	10	6	1	3.809547	shift	FWHM	53.533313	0	0	0
0	6	-8	24	1	3.809547	shift	FWHM	214.133254	0	0	0
0	2	-10	24	1	3.885019	shift	FWHM	950.522111	0	0	0
2	-8	-6	48	1	3.885019	shift	FWHM	1901.044221	0	0	0
1	-9	-5	48	1	3.940677	shift	FWHM	968.859485	0	0	0
3	-7	-7	24	1	3.940677	shift	FWHM	484.429743	0	0	0
2	-10	-2	24	1	3.959056	shift	FWHM	191.056118	0	0	0
6	-6	-6	8	1	3.959056	shift	FWHM	63.685373	0	0	0
3	-9	-5	48	1	4.085397	shift	FWHM	861.793092	0	0	0
0	4	-10	24	1	4.103129	shift	FWHM	171.769457	0	0	0
4	-8	-6	48	1	4.103129	shift	FWHM	343.538915	0	0	0
2	-10	-4	48	1	4.173303	shift	FWHM	1493.349793	0	0	0
5	-7	-7	24	1	4.225171	shift	FWHM	386.284665	0	0	0
0	8	-8	12	1	4.310233	shift	FWHM	334.804590	0	0	0
1	-9	-7	48	1	4.360475	shift	FWHM	697.526345	0	0	0
5	-9	-5	24	1	4.360475	shift	FWHM	348.763172	0	0	0
4	-10	-4	24	1	4.377094	shift	FWHM	141.775565	0	0	0
2	-8	-8	24	1	4.377094	shift	FWHM	141.775565	0	0	0
0	6	-10	24	1	4.442952	shift	FWHM	604.605712	0	0	0
6	-8	-6	24	1	4.442952	shift	FWHM	604.605712	0	0	0
3	-9	-7	48	1	4.491712	shift	FWHM	633.856861	0	0	0
2	-10	-6	48	1	4.507849	shift	FWHM	260.059001	0	0	0
4	-8	-8	24	1	4.571827	shift	FWHM	549.279079	0	0	0
7	-7	-7	8	1	4.619230	shift	FWHM	96.563909	0	0	0
4	-10	-6	48	1	4.697175	shift	FWHM	1003.575050	0	0	0
5	-9	-7	48	1	4.743329	shift	FWHM	532.401130	0	0	0
1	-9	-9	24	1	4.864269	shift	FWHM	245.782022	0	0	0
0	8	-10	24	1	4.879176	shift	FWHM	103.541337	0	0	0
6	-8	-8	24	1	4.879176	shift	FWHM	103.541337	0	0	0
2	-10	-8	48	1	4.938356	shift	FWHM	849.738964	0	0	0
3	-9	-9	24	1	4.982281	shift	FWHM	227.901138	0	0	0
6	-10	-6	24	1	4.996837	shift	FWHM	96.821745	0	0	0
7	-9	-7	24	1	5.097569	shift	FWHM	212.129886	0	0	0
4	-10	-8	48	1	5.111797	shift	FWHM	181.728837	0	0	0
5	-9	-9	24	1	5.210313	shift	FWHM	198.123756	0	0	0
8	-8	-8	8	1	5.279558	shift	FWHM	113.628464	0	0	0
0	10	-10	12	1	5.388506	shift	FWHM	159.381388	0	0	0
6	-10	-8	48	1	5.388506	shift	FWHM	637.525551	0	0	0
2	-10	-10	24	1	5.442165	shift	FWHM	76.409606	0	0	0
